//가이드와 스페셜 퀘스트의 챕터, 제목, 받을때, 진행중, 완료 대사를 입력하며 공통으로 받을 때 에러용 대사가 준비되어야 한다.			
//QuestStringIndex	eng	StringType	Quest Index
640	On the way back from Ubaid, I was stalked by Ubaid Elemental Beasts. If they found out about our hideout, not only us, but the spirits will fall in danger as well. Please kill 30 Ubaid Elemental Beasts.	2	102
641	We're running out of time. Please hurry up and get rid of the Ubaid Elemental Beasts.	3	102
642	Well done.	4	102
643	Defeat 30 Ubaid Elemental Beasts.	5	102
644	Attack of Ubaid Elemental Knights	1	103
645	We're in trouble. Powerful monsters in Ubaid have moved to Alkmar. The monsters in Alkmar area have become even more fierce. You have to kill the Ubaid Elemental Knights to prevent other monsters in Alkmar from becoming more monster-like.	2	103
646	We're running out of time. Please hurry up and get rid of the Ubaid Elemental Knights.	3	103
647	Well done.	4	103
648	Defeat 30 Ubaid Elemental Knights.	5	103
649	Ubaid Devil Fairy Elimination Order (Repeatable)	1	104
650	Currently, the number of monsters in Acheron have increased significantly. They are attacking the base camp more often. If you kill 50 Ubaid Devilfairies and come back, I will give you a suitable reward.	2	104
651	Defeat 50 Ubaid Devil Fairies and return.	3	104
652	Well done.	4	104
653	Defeat 50 Ubaid Devil Fairies.	5	104
654	Ubaid Elemental Beast Elimination Order (Repeatable)	1	105
655	Currently, the number of monsters in Acheron have increased significantly. They are attacking the base camp more often. If you kill 50 Elemental Beasts and come back, I will give you a suitable reward.	2	105
656	Defeat 50 Ubaid Elemental Beasts and return.	3	105
657	Well done.	4	105
658	Defeat 50 Ubaid Elemental Beasts.	5	105
659	Ubaid Elemental Knight Elimination Order (Repeatable)	1	106
660	Currently, the number of monsters in Acheron have increased significantly. They are attacking the base camp more often. If you kill 50 Elemental Knights and come back, I will give you a suitable reward.	2	106
661	Defeat 50 Ubaid Elemental Knights and return.	3	106
662	Well done.	4	106
663	Defeat 50 Ubaid Elemental Knights.	5	106
//001~199 선점 튜토리얼 퀘스트			
664	Wandering Merchant Zyro (1)	1	200
665	Find the location of Wandering Merchant Zyro in Lorencia.	5	200
666	Wandering Merchant Zyro (2)	1	201
667	Find to the location of Wandering Merchant Zyro in Noria.	5	201
668	Wandering Merchant Zyro (3)	1	202
669	Find to the location of Wandering Merchant Zyro in Elbeland.	5	202
670	Wandering Merchant Zyro (4)	1	203
671	Find to the location of Wandering Merchant Zyro in Devias.	5	203
672	Expanding Bussiness with Merchant Guild	1	204
673	Managing the warehouses is always important. Payment for the Safety Guardian, shipping to other towns, tons of abandoned warehouses... I need new warehouse! I already have a solution.	2	204
674	you have to take advantage of the rich. They are stones that do not have values for the adventurers, but do have artistic value for the rich! Ah... The rich... That's why I make money though.. If you help me, I'll also help you so that you can use storage.	2	204
675	If you bring me Ancient Statue,  I will give you a new warehouse. (Level 50+)	2	204
676	You can get the ancient statues from the Death Knight at the top of the Lost Tower. If you bring that ancient statue, I will give you a new warehouse.	2	204
677	You can find Death Knight at the top of the Lost Tower.	3	204
678	Thank you. The new warehouse will be available after reconnection.	4	204
679	Get Ancient Statue from Death Knight at the top of the Lost Tower.	5	204
680	The Magical Cloth	1	205
681	Do you know what your backpack is made of? It's a Magical Cloth. So it's okay for every adventurer to carry a lot of heavy equipment. It is very precious even though everyone is carrying it. Actually, I have a deal that I'd like to offer.	2	205
682	With more Magical Cloth, you can expand the capacity of your backpack. If you get me Magical Cloth, I promise that I will use the leftover fabrics to expand your backpack. You will be able to carry more items in your backpack.	2	205
683	So, can you bring me the Magical Cloth? (Level 150+)	2	205
684	It's not easy, but it will worth the effort if you can get more magic backpack. Please bring Magical Cloth.	2	205
685	You can find Magic Cloth from Silver Valkyries at Atlans 3.	3	205
686	You can check the new magic backpack after reconnection.	4	205
687	Get Magical Cloth from Silver Valyries in Atlans 3.	5	205
688	The Rune Cloth	1	206
689	You want to make your magic backpack bigger? It's not easy, but there's a way. Some wizards say they can expand wasted space using Rune Cloth.	2	206
690	If you bring me Rune Cloth, I'll give it a try.	2	206
691	You can find Rune Cloth from Alquamoses at Icarus 1.	3	206
692	You can check the expanded backpack after reconnection.	4	206
693	Get Rune Cloth from Alquamoses in Icarus 1.	5	206
694	Deleting Memory, first (1)	1	207
695	The Berserker Warrior's blood in Kanturu Ruins has special powers. The blood can cause hallucinations to humans. But if you use them carefully, you can even delete a certain part in a memory. First, get 10 Green Ink made from blue blood of Berserker Warriors. It's normally used to delete the muscle memory of people. (First quest of first reset of Master Skill Tree)	2	207
696	Get 10 Green Ink from Berserker Warriors at Kanturu Ruins.	2	207
697	You have not completed the quest yet.	3	207
698	Here's your reward.	4	207
699	Get 10 Green Ink from Berserker Warriors at Kanturu Ruins.	5	207
700	Deleting Memory, first (2)	1	208
701	Along with the Green Ink that you have obtained, you will need a Parchment of Soul. Go get the Parchment of Soul from Dark Mammoths that are deep in Raklion. It's normally used to delete the muscle memory. (Last quest to reset Protection, Peace, Blessing, Guardian, Durability, Resolution, Tenacity, Divinity, Vengeance, Punishment Tree)	2	208
702	Go get the Parchment of Soul made from the special rock powder of Dark Mammoth herds located in Raklion.	2	208
703	You have not completed the quest yet.	3	208
704	Here's your reward.	4	208
705	Get 1 Parchment of Soul from the Dark Mammoths in Raklion area.	5	208
706	Deleting Memory, second (1)	1	209
707	Experienced warriors like yourselves must have gone to the Swamp of Peace. If you go deep into the Swamp of Peace, you can get 10 Blue Ink made of blue blood of Sapi Queen. Also, if you go deep into Raklion and get the Parchment of Soul from Dark Mammoths, I can delete some of your memory. First, go get 10 Blue Ink made of blue blood of Sapi Queen. How about it? Would you like to try it? (First quest of second reset of Master Skill Tree.)	2	209
708	Get 10 Blue Ink from Sapi Queens at Swamp of Peace.	2	209
709	You have not completed the quest yet.	3	209
710	Here's your reward.	4	209
711	Get 10 Blue Ink from Sapi Queens at Swamp of Peace.	5	209
712	Deleting Memory, second (2)	1	210
713	Along with the Blue Ink that you have obtained, you need the Parchment of Soul. If you go and get the Parchment of Soul from the Dark Mammoths deep in Raklion, I can delete a part of your memory. How about it? Would you like to try it? (Last quest to reset Courage, Wisdom, Redemption, Chaos, Determination, Justice, Will, Retribution, Severity, Harsh Tree)	2	210
714	Go get 1 Parchment of Soul made from the special rock powder of Dark Mammoth herds located in Raklion.	2	210
715	You have not completed the quest yet.	3	210
716	Here's your reward.	4	210
717	Get 1 Parchment of Soul from the Dark Mammoths in Raklion area.	5	210
718	Deleting Memory, third (1)	1	211
719	Experienced warriors like yourselves must have gone to Aida. If you go deep in Aida, you can get 10 Red Ink made from the Bloody Orcs. Then, I can delete a part of your memory. How about it? Would you like to try it? (First quest of third reset of Master Skill Tree.)	2	211
720	Get 10 Red Ink from Bloody Orcs at Aida.	2	211
721	You have not completed the quest yet.	3	211
722	Here's your reward.	4	211
723	Get 10 Red Ink from Bloody Orcs at Aida.	5	211
724	Deleting Memory, third (2)	1	212
725	Along with the Red Ink that you have obtained, you will need a Parchment of Soul. Go get the Parchment of Soul from Dark Mammoths that are deep in Raklion. It's normally used to delete the muscle memory. (Last quest to reset Fury, Transcendence, Flurry, Honor, Extremity, Conquest, Destruction, Tenacity, Cold-bloodedness, Hearthless Tree)	2	212
726	Go get 1 Parchment of Soul made from the special rock powder of Dark Mammoth herds located in Raklion.	2	212
727	You have not completed the quest yet.	3	212
728	Here's your reward.	4	212
729	Get 1 Parchment of Soul from the Dark Mammoths in Raklion area.	5	212
730	Last Chance (1)	1	213
731	Please think again before using your last chance. I can delete all of the memory of master skills you have. But it's your last chance so please choose wisely. (First quest of resetting all Master Skill Trees)	2	213
732	Get 20 Green Ink from Berserker Warriors at Kanturu Ruins.	2	213
733	You have not completed the quest yet.	3	213
734	Here's your reward.	4	213
735	Get 20 Green Inks from Berserker Warriors at Kanturu Ruins.	5	213
736	Last Chance (2)	1	214
737	Please think again before using your last chance. I can delete all of the memory of master skills you have. But it's your last chance so please choose wisely. (Second quest of resetting all Master Skill Trees)	2	214
738	Get 20 Blue Ink from Sapi Queens at Swamp of Peace.	2	214
739	You have not completed the quest yet.	3	214
740	Here's your reward.	4	214
741	Get 20 Blue Ink from Sapi Queens at Swamp of Peace.	5	214
742	Last Chance (3)	1	215
743	Please think again before using your last chance. I can delete all of the memory of master skills you have. But it's your last chance so please choose wisely. (Third quest of resetting all Master Skill Trees)	2	215
744	Get 20 Red Ink from Bloody Orcs at Aida.	2	215
745	You have not completed the quest yet.	3	215
746	Here's your reward.	4	215
747	Get 20 Red Ink from Bloody Orcs at Aida.	5	215
748	Last Chance (4)	1	216
749	Please think again before using your last chance. I can delete all of the memory of master skills you have. But it's your last chance so please choose wisely. (Last quest of resetting all Master Skill Trees)	2	216
750	Go get 5 Parchments of Soul made from the special rock powder of Dark Mammoth herds located in Raklion.	2	216
751	You have not completed the quest yet.	3	216
752	Here's your reward.	4	216
753	Get 5 Parchments of Soul from the Dark Mammoths in Raklion area.	5	216
754	Request from Shadow Phantom Soldier	1	217
755	Reach Lv. 91 and meet Shadow Phantom Soldier	5	217
756	The Beginning of the request!	1	218
757	You'll now find it increasingly difficult to find suitable hunting ground. How about discovering hunting grounds by accepting quests from Shadow Phantom Soldiers? Come see me when you reach a new level to receive quests that will earn you prized equipment. 	2	218
758	First of all, it seems that a request for a dungeon, which is a a big trouble of Lorencia, is suitable for you. Please wipe out the monsters in Dungeon.	2	218
759	From now on, I will send you quests even if you do not come to me.	2	218
760	Please check out the rewarding quest list in the Quest Window.	4	218
761	Receive a quest that can help game play from Shadow Phantom Soldier.	5	218
762	Conquer the Dungeon (1)	1	219
763	Hunt 80 monsters in Dungeon.	5	219
764	Conquer the Dungeon (1)	1	220
765	Hunt 80 monsters in Dungeon.	5	220
766	Conquer the Dungeon (1)	1	221
767	Hunt 80 monsters in Dungeon.	5	221
768	Conquer the Dungeon (1)	1	222
769	Hunt 80 monsters in Dungeon.	5	222
770	Conquer the Dungeon (2)	1	223
771	Hunt 80 monsters in Dungeon.	5	223
772	Conquer the Dungeon (2)	1	224
773	Hunt 80 monsters in Dungeon.	5	224
774	Conquer the Dungeon (2)	1	225
775	Hunt 80 monsters in Dungeon.	5	225
776	Conquer the Dungeon (2)	1	226
777	Hunt 80 monsters in Dungeon.	5	226
778	Conquer the Dungeon (3)	1	227
779	Hunt 80 monsters in Dungeon.	5	227
780	Conquer the Dungeon (3)	1	228
781	Hunt 80 monsters in Dungeon.	5	228
782	Conquer the Dungeon (3)	1	229
783	Hunt 80 monsters in Dungeon.	5	229
784	Conquer the Dungeon (3)	1	230
785	Hunt 80 monsters in Dungeon.	5	230
786	Conquer the Dungeon (4)	1	231
787	Hunt 80 monsters in Dungeon.	5	231
788	Conquer the Dungeon (4)	1	232
789	Hunt 80 monsters in Dungeon.	5	232
790	Conquer the Dungeon (4)	1	233
791	Hunt 80 monsters in Dungeon.	5	233
792	Conquer the Dungeon (4)	1	234
793	Hunt 80 monsters in Dungeon.	5	234
794	Conquer the Dungeon (5)	1	235
795	Hunt 80 monsters in Dungeon.	5	235
796	Conquer the Dungeon (5)	1	236
797	Hunt 80 monsters in Dungeon.	5	236
798	Conquer the Dungeon (5)	1	237
799	Hunt 80 monsters in Dungeon.	5	237
800	Conquer the Dungeon (5)	1	238
801	Hunt 80 monsters in Dungeon.	5	238
802	Conquer the Dungeon (6)	1	239
803	Hunt 80 monsters in Dungeon.	5	239
804	Conquer the Dungeon (6)	1	240
805	Hunt 80 monsters in Dungeon.	5	240
806	Conquer the Dungeon (6)	1	241
807	Hunt 80 monsters in Dungeon.	5	241
808	Conquer the Dungeon (6)	1	242
809	Hunt 80 monsters in Dungeon.	5	242
810	Reconnaissance Party's Mission (1)	1	243
811	Hunt 80 monsters in Lost Tower.	5	243
812	Reconnaissance Party's Mission (1)	1	244
813	Hunt 80 monsters in Lost Tower.	5	244
814	Reconnaissance Party's Mission (1)	1	245
815	Hunt 80 monsters in Lost Tower.	5	245
816	Reconnaissance Party's Mission (1)	1	246
817	Hunt 80 monsters in Lost Tower.	5	246
818	Reconnaissance Party's Mission (2)	1	247
819	Hunt 80 monsters in Lost Tower.	5	247
820	Reconnaissance Party's Mission (2)	1	248
821	Hunt 80 monsters in Lost Tower.	5	248
822	Reconnaissance Party's Mission (2)	1	249
823	Hunt 80 monsters in Lost Tower.	5	249
824	Reconnaissance Party's Mission (2)	1	250
825	Hunt 80 monsters in Lost Tower.	5	250
826	Reconnaissance Party's Mission (3)	1	251
827	Hunt 80 monsters in Lost Tower.	5	251
828	Reconnaissance Party's Mission (3)	1	252
829	Hunt 80 monsters in Lost Tower.	5	252
830	Reconnaissance Party's Mission (3)	1	253
831	Hunt 80 monsters in Lost Tower.	5	253
832	Reconnaissance Party's Mission (3)	1	254
833	Hunt 80 monsters in Lost Tower.	5	254
834	Reconnaissance Party's Mission (4)	1	255
835	Hunt 80 monsters in Lost Tower.	5	255
836	Reconnaissance Party's Mission (4)	1	256
837	Hunt 80 monsters in Lost Tower.	5	256
838	Reconnaissance Party's Mission (4)	1	257
839	Hunt 80 monsters in Lost Tower.	5	257
840	Reconnaissance Party's Mission (4)	1	258
841	Hunt 80 monsters in Lost Tower.	5	258
842	Conquer Atlans (1)	1	259
843	Hunt 80 monsters in Atlans.	5	259
844	Conquer Atlans (1)	1	260
845	Hunt 80 monsters in Atlans.	5	260
846	Conquer Atlans (1)	1	261
847	Hunt 80 monsters in Atlans.	5	261
848	Conquer Atlans (1)	1	262
849	Hunt 80 monsters in Atlans.	5	262
850	Conquer Atlans (2)	1	263
851	Hunt 80 monsters in Atlans.	5	263
852	Conquer Atlans (2)	1	264
853	Hunt 80 monsters in Atlans.	5	264
854	Conquer Atlans (2)	1	265
855	Hunt 80 monsters in Atlans.	5	265
856	Conquer Atlans (2)	1	266
857	Hunt 80 monsters in Atlans.	5	266
858	Conquer Atlans (3)	1	267
859	Hunt 80 monsters in Atlans.	5	267
860	Conquer Atlans (3)	1	268
861	Hunt 80 monsters in Atlans.	5	268
862	Conquer Atlans (3)	1	269
863	Hunt 80 monsters in Atlans.	5	269
864	Conquer Atlans (3)	1	270
865	Hunt 80 monsters in Atlans.	5	270
866	Conquer Atlans (4)	1	271
867	Hunt 80 monsters in Atlans.	5	271
868	Conquer Atlans (4)	1	272
869	Hunt 80 monsters in Atlans.	5	272
870	Conquer Atlans (4)	1	273
871	Hunt 80 monsters in Atlans.	5	273
872	Conquer Atlans (4)	1	274
873	Hunt 80 monsters in Atlans.	5	274
874	Conquer Atlans (5)	1	275
875	Hunt 80 monsters in Atlans.	5	275
876	Conquer Atlans (5)	1	276
877	Hunt 80 monsters in Atlans.	5	276
878	Conquer Atlans (5)	1	277
879	Hunt 80 monsters in Atlans.	5	277
880	Conquer Atlans (5)	1	278
881	Hunt 80 monsters in Atlans.	5	278
882	Conquer Atlans (6)	1	279
883	Hunt 80 monsters in Atlans.	5	279
884	Conquer Atlans (6)	1	280
885	Hunt 80 monsters in Atlans.	5	280
886	Conquer Atlans (6)	1	281
887	Hunt 80 monsters in Atlans.	5	281
888	Conquer Atlans (6)	1	282
889	Hunt 80 monsters in Atlans.	5	282
1720	Conquer the Dungeon!  (1)	1	283	//15
1721	Hunt 80 Monsters in the Dungeon Map	5	283	//15
1722	Conquer the Dungeon! (2)	1	284	//15
1723	Hunt 80 Monsters in the Dungeon Map	5	284	//15
1724	Conquer the Dungeon!(3)	1	285	//15
1725	Hunt 80 Monsters in the Dungeon Map	5	285	//15
1726	Conquer the Dungeon! (4)	1	286	//15
1727	Hunt 80 Monsters in the Dungeon Map	5	286	//15
1728	Conquer the Dungeon! (5)	1	287	//15
1729	Hunt 80 Monsters in the Dungeon Map	5	287	//15
1730	Conquer the Dungeon! (6)	1	288	//15
1731	Hunt 80 Monsters in the Dungeon Map	5	288	//15
1732	Squadron's Mission (1)	1	289	//15
1733	Hunt 80 Monsters in the Lost Tower Map	5	289	//15
1734	Squadron's Mission (2)	1	290	//15
1735	Hunt 80 Monsters in the Lost Tower Map	5	290	//15
1736	Squadron's Mission (3)	1	291	//15
1737	Hunt 80 Monsters in the Lost Tower Map	5	291	//15
1738	Squadron's Mission (4)	1	292	//15
1739	Hunt 80 Monsters in the Lost Tower Map	5	292	//15
1740	Conquer Atlas! (1)	1	293	//15
1741	Hunt 80 Monsters in the Atlas Map	5	293	//15
1742	Conquer Atlas! (2)	1	294	//15
1743	Hunt 80 Monsters in the Atlas Map	5	294	//15
1744	Conquer Atlas! (3)	1	295	//15
1745	Hunt 80 Monsters in the Atlas Map	5	295	//15
1746	Conquer Atlas! (4)	1	296	//15
1747	Hunt 80 Monsters in the Atlas Map	5	296	//15
1748	Conquer Atlas! (5)	1	297	//15
1749	Hunt 80 Monsters in the Atlas Map	5	297	//15
1750	Conquer Atlas! (6)	1	298	//15
1751	Hunt 80 Monsters in the Atlas Map	5	298	//1
1752	Conquer the dungeon! (1)	1	299	
1753	Hunt 80 Monsters in the Dungeon Map	5	299	
1754	Conquer the dungeon!  (2)	1	300	
1755	Hunt 80 Monsters in the Dungeon Map	5	300	
1756	Conquer the dungeon!  (3)	1	301	
1757	Hunt 80 Monsters in the Dungeon Map	5	301	
1758	Conquer the dungeon!  (4)	1	302	
1759	Hunt 80 Monsters in the Dungeon Map	5	302	
1760	Conquer the dungeon!  (5)	1	303	
1761	Hunt 80 Monsters in the Dungeon Map	5	303	
1762	Conquer the dungeon!  (6)	1	304	
1763	Hunt 80 Monsters in the Dungeon Map	5	304	
1764	The scout's mission (1)	1	305	
1765	Hunt 80 Monsters in the Lost Tower Map	5	305	
1766	The scout's mission (2)	1	306	
1767	Hunt 80 Monsters in the Lost Tower Map	5	306	
1768	The scout's mission (3)	1	307	
1769	Hunt 80 Monsters in the Lost Tower Map	5	307	
1770	The scout's mission (4)	1	308	
1771	Hunt 80 Monsters in the Lost Tower Map	5	308	
1772	Conquer the Atlans! (1)	1	309	
1773	Hunt 80 Monsters on the Atlans Map	5	309	
1774	Conquer the Atlans! (2)	1	310	
1775	Hunt 80 Monsters on the Atlans Map	5	310	
1776	Conquer the Atlans! (3)	1	311	
1777	Hunt 80 Monsters on the Atlans Map	5	311	
1778	Conquer the Atlans! (4)	1	312	
1779	Hunt 80 Monsters on the Atlans Map	5	312	
1780	Conquer the Atlans! (5)	1	313	
1781	Hunt 80 Monsters on the Atlans Map	5	313	
1782	Conquer the Atlans! (6)	1	314	
1783	Hunt 80 Monsters on the Atlans Map	5	314	
//200~399 선점 보상 퀘스트			
890	Request from Gens Duprian	1	400
891	Move to Gens Duprian	5	400
892	Rage of Vepar	1	401
893	The Atlans expedition party reports that the chief commander of the Evil Army is using Vepars to go after Gens members searching for the sealed stone. Please banish these Vepars and protect the Gens members.	2	401
894	Prevent the Vepars from interrupting with the expedition. Defeat 50 of them, and I'll give you a reward.	2	401
895	The target is 50 Vepars in Atlans.	3	401
896	You've been a great help to Gens. Thank you.	4	401
897	Defeat Vepars at Atlans and return to the Gens NPC.	5	401
898	Eliminate Plundering Silver Valkyries	1	402
899	Silver Valkyries are regularly plundering supplies for our search party at Atlans.	2	402
900	Would you mind getting rid of these Silver Valkyries for us? 	2	402
901	Put a stop to the plundering by eliminating 50 Silver Valkyries. After that, return to me for a reward.	3	402
902	You've been a great help to Gens. Thank you.	4	402
903	Defeat Silver Valyries at Atlans and return to the Gens NPC.	5	402
904	End the Spread of Death Trees	1	403
905	A search party that has been dispatched to Aida reports that the number of Death Trees is rapidly increasing.	2	403
906	Go to Aida and eliminate 50 Death Trees.	2	403
907	The target is 50 Death Trees in Aida.	3	403
908	You've been a great help to Gens. Thank you.	4	403
909	Defeat Death Trees at Aida and return to the Gens NPC.	5	403
910	Rebel of the Forest	1	404
911	Something strange is happening. Death Riders, who serve as Arca's Aida protectors, are frequently and indiscriminately attacking our gens members exploring the Aida region. Lemuria must be behind it all.  Please eliminate these Death Riders and protect our gens members.	2	404
912	Go to Aida and eliminate 50 Death Trees.	2	404
913	Eliminate 50 Death Riders and return to me for a reward.	3	404
914	You've been a great help to Gens. Thank you.	4	404
915	Defeat Death Riders at Aida and return to the Gens NPC.	5	404
916	Eliminate Splinter Wolves	1	405
917	A band going after the sealed stone is using mechanical warriors to attack our forces in Kanturu Ruins.	2	405
918	Please defeat Splinter Wolves, which are proving to be most troublesome.	2	405
919	Eliminate 50 Splinter Wolves and return to me for a reward.	3	405
920	You've been a great help to Gens. Thank you.	4	405
921	Defeat Splinter Wolves at Kanturu Ruins and return to the Gens NPC.	5	405
922	Wipe Out the Elusive Iron Riders	1	406
923	Iron Riders have been launching guerilla attacks against our forces stationed throughout Kanturu Ruins. Eliminate these Iron Riders and relieve the stress of our gens members.	2	406
924	Eliminate 50 Iron Riders to put a stop to their guerilla attacks, and I'll give you a reward.	2	406
925	Eliminate 50 Iron Riders and return to me for a reward.	3	406
926	You've been a great help to Gens. Thank you.	4	406
927	Defeat Iron Riders at Kanturu Ruins and return to the Gens NPC.	5	406
928	Eliminate Blood Assassins	1	407
929	According to the latest intelligence, Blood Assassins have been dispatched to assassinate key figures of the Gens.	2	407
930	Eliminate 50 Blood Assassins and protect the key Gens figures.	2	407
931	Go to Vulcanus and eliminate 50 Blood Assassins, and I'll give you a reward.	3	407
932	You've been a great help to Gens. Thank you.	4	407
933	Defeat Blood Assassin at Vulcanus and return to the Gens NPC.	5	407
934	Attack of Burning Lava Giant	1	408
935	Burning Lava Giants have infested the lava fields of Vulcanus and caused our gens members to disperse. Make haste and exterminate these Burning Lava Giants in Vulcanus.	2	408
936	Stop the attacks on the gens members by eliminating 50 Burning Lava Giants, and I'll give you a reward.	2	408
937	Go to Vulcanus and eliminate 50 Burning Lava Giants, and I'll give you a reward.	3	408
938	You've been a great help to Gens. Thank you.	4	408
939	Defeat Burning Lava Giants at Vulcanus and return to the Gens NPC.	5	408
940	Eliminate Sapi-Duos	1	409
941	The conflict between the genses over the sealed stone is growing fiercer. Cornered, the opposing gens forces are attacking our side using Sapi-Duos.	2	409
942	Please eliminate these Sapi-Duos.	2	409
943	Eliminate 50 Sapi-Duos to stop the attacks against our gens members, and I'll give you a reward.	3	409
944	You've been a great help to Gens. Thank you.	4	409
945	Eliminate Sapi-Duos to stop the attacks against the gens members, and return to the Gens NPC.	5	409
946	Moving in the Dark	1	410
947	A rumor has it that a group of monsters is chasing after the sealed stone. The rumor also says these monsters are likely to be Ghost Napins, but no one has actually seen them in person.	2	410
948	Eliminate these Ghost Napins and protect the sealed stone.	2	410
949	Eliminate Ghost Napins and return to me for a reward.	3	410
950	You've been a great help to Gens. Thank you.	4	410
951	Eliminate Ghost Napins to stop the attacks against the gens members, and return to the Gens NPC.	5	410
952	Request from Gens Vanert	1	411
953	Move to Gens Vanert	5	411
954	Rampage of Vepar	1	412
955	The Atlans expedition party reports that the chief commander of the Evil Army is using Vepars to go after Gens members searching for the sealed stone. Please banish these Vepars and protect the Gens members.	2	412
956	Prevent the Vepars from interrupting with the expedition. Defeat 50 of them, and I'll give you a reward.	2	412
957	The target is 50 Vepars in Atlans.	3	412
958	You've been a great help to Gens. Thank you.	4	412
959	Defeat Vepars at Atlans and return to the Gens NPC.	5	412
960	Eliminate Plundering Silver Valkyries	1	413
961	Silver Valkyries are regularly plundering supplies for our search party at Atlans.	2	413
962	Would you mind getting rid of these Silver Valkyries for us? 	2	413
963	Put a stop to the plundering by eliminating 50 Silver Valkyries. After that, return to me for a reward.	3	413
964	You've been a great help to Gens. Thank you.	4	413
965	Defeat Silver Valyries at Atlans and return to the Gens NPC.	5	413
966	End the Spread of Death Trees	1	414
967	A search party that has been dispatched to Aida reports that the number of Death Trees is rapidly increasing.	2	414
968	Go to Aida and eliminate 50 Death Trees.	2	414
969	The target is 50 Death Trees in Aida.	3	414
970	You've been a great help to Gens. Thank you.	4	414
971	Defeat Death Trees at Aida and return to the Gens NPC.	5	414
972	Rebel of the Forest	1	415
973	Something strange is happening. Death Riders, who serve as Arca's Aida protectors, are frequently and indiscriminately attacking our gens members exploring the Aida region. Lemuria must be behind it all.  Please eliminate these Death Riders and protect our gens members.	2	415
974	Go to Aida and eliminate 50 Death Trees.	2	415
975	Eliminate 50 Death Riders and return to me for a reward.	3	415
976	You've been a great help to Gens. Thank you.	4	415
977	Defeat Death Riders at Aida and return to the Gens NPC.	5	415
978	Eliminate Splinter Wolves	1	416
979	A band going after the sealed stone is using mechanical warriors to attack our forces in Kanturu Ruins.	2	416
980	Please defeat Splinter Wolves, which are proving to be most troublesome.	2	416
981	Eliminate 50 Splinter Wolves and return to me for a reward.	3	416
982	You've been a great help to Gens. Thank you.	4	416
983	Defeat Splinter Wolves at Kanturu Ruins and return to the Gens NPC.	5	416
984	Wipe Out the Elusive Iron Riders	1	417
985	Iron Riders have been launching guerilla attacks against our forces stationed throughout Kanturu Ruins. Eliminate these Iron Riders and relieve the stress of our gens members.	2	417
986	Eliminate 50 Iron Riders to put a stop to their guerilla attacks, and I'll give you a reward.	2	417
987	Eliminate 50 Iron Riders and return to me for a reward.	3	417
988	You've been a great help to Gens. Thank you.	4	417
989	Defeat Iron Riders at Kanturu Ruins and return to the Gens NPC.	5	417
990	Eliminate Blood Assassins	1	418
991	According to the latest intelligence, Blood Assassins have been dispatched to assassinate key figures of the Gens.	2	418
992	Eliminate 50 Blood Assassins and protect the key Gens figures.	2	418
993	Go to Vulcanus and eliminate 50 Blood Assassins, and I'll give you a reward.	3	418
994	You've been a great help to Gens. Thank you.	4	418
995	Defeat Blood Assassin at Vulcanus and return to the Gens NPC.	5	418
996	Attack of Burning Lava Giant	1	419
997	Burning Lava Giants have infested the lava fields of Vulcanus and caused our gens members to disperse. Make haste and exterminate these Burning Lava Giants in Vulcanus.	2	419
998	Stop the attacks on the gens members by eliminating 50 Burning Lava Giants, and I'll give you a reward.	2	419
999	Go to Vulcanus and eliminate 50 Burning Lava Giants, and I'll give you a reward.	3	419
1000	You've been a great help to Gens. Thank you.	4	419
1001	Defeat Burning Lava Giants at Vulcanus and return to the Gens NPC.	5	419
1002	Eliminate Sapi-Duos	1	420
1003	The conflict between the genses over the sealed stone is growing fiercer. Cornered, the opposing gens forces are attacking our side using Sapi-Duos.	2	420
1004	Please eliminate these Sapi-Duos.	2	420
1005	Eliminate 50 Sapi-Duos to stop the attacks against our gens members, and I'll give you a reward.	3	420
1006	You've been a great help to Gens. Thank you.	4	420
1007	Eliminate Sapi-Duos to stop the attacks against the gens members, and return to the Gens NPC.	5	420
1008	Moving in the Dark	1	421
1009	A rumor has it that a group of monsters is chasing after the sealed stone. The rumor also says these monsters are likely to be Ghost Napins, but no one has actually seen them in person.	2	421
1010	Eliminate these Ghost Napins and protect the sealed stone.	2	421
1011	Eliminate Ghost Napins and return to me for a reward.	3	421
1012	You've been a great help to Gens. Thank you.	4	421
1013	Eliminate Ghost Napins to stop the attacks against the gens members, and return to the Gens NPC.	5	421
1014	The qualities of the hero (first)	1	422
1015	There are a number of ways you can prove your worth on the continent of MU. You can try to be the last one standing in Chaos Castle, or work with your comrades to battle through Blood Castle, Devil Square, or Illusion Temple. Travelers regard such feats as some of the worthiest accomplishments one can achieve.	2	422
1016	That's right. You do need good equipment and a high level to test your mettle against other travelers, yes. But just that isn't enough for you to become a hero of MU. I will help you receive recognition as a hero by giving you a series of missions. You may repeat these missions as often as desired.	2	422
1017	I want you to prove your combat prowess by defeating 5 Guardsmen in Chaos Castle, delivering Archangel's weapon in Blood Castle, and surviving till the end in Devil Square. Complete the mission and you'll be rewarded.	2	422
1018	Defeat 5 Guardsmen at Chaos Castle and return.	3	422
1019	You are stepping forward as a hero.	4	422
1020	Defeat 5 Guardsmen at Chaos Castle and return. I will give you the next quest when you return.	5	422
1021	The qualities of the hero (second)	1	423
